Date,index,compound,BP
2004-08-20,4492.0,-0.6249,23.291929
2004-08-21,4497.0,-0.3182,23.291929
2004-08-22,4502.0,0.4588,23.291929
2004-08-23,4514.0,0.0,23.043171
2004-08-24,4522.0,0.0,22.803133
2004-08-25,4529.0,-0.4215,22.833689
2004-08-26,4532.0,-0.1027,22.947165
2004-08-27,4543.0,0.0,23.414141
2004-08-28,4552.0,0.0,23.414141
2004-08-29,4558.0,0.0,23.414141
2004-08-30,4563.0,0.3612,23.243921
2004-08-31,4572.0,0.4019,23.435951
2004-09-01,4572.0,0.4019,23.77636
2004-09-02,4587.0,0.0,23.933481
2004-09-03,4596.0,-0.2023,23.697810999999998
2004-09-04,4613.0,0.0,23.697810999999998
2004-09-05,4621.0,0.0,23.697810999999998
2004-09-06,4629.0,0.4404,23.697810999999998
2004-09-07,4638.0,0.0,23.675983
2004-09-08,4648.0,0.0,23.654170999999998
2004-09-09,4655.0,0.3612,23.837469
2004-09-10,4668.0,0.0,23.872379000000002
2004-09-11,4675.0,0.0,23.872379000000002
2004-09-12,4683.0,0.5574,23.872379000000002
2004-09-13,4687.0,0.0,23.955299
2004-09-14,4700.0,-0.6369,23.964018
2004-09-15,4713.0,0.0,23.933481
2004-09-16,4727.0,-0.765,24.055676000000002
2004-09-17,4742.0,0.0,24.62738
2004-09-18,4751.0,0.1531,24.62738
2004-09-19,4756.0,0.0,24.62738
2004-09-20,4761.0,0.4588,24.749592
2004-09-21,4767.0,-0.6705,25.35622
2004-09-22,4775.0,0.0,25.138008
2004-09-23,4781.0,0.6486,24.928518
2004-09-24,4791.0,0.3818,25.11618
2004-09-25,4798.0,-0.1027,25.11618
2004-09-26,4802.0,0.0,25.11618
2004-09-27,4804.0,0.3818,25.260201000000002
2004-09-28,4815.0,0.0,25.526438
2004-09-29,4829.0,0.0,25.033262
2004-09-30,4837.0,-0.3612,25.107466
2004-10-01,4845.0,0.128,25.395495999999998
2004-10-02,4853.0,-0.1531,25.395495999999998
2004-10-03,4861.0,0.0,25.395495999999998
2004-10-04,4866.0,0.2023,25.11618
2004-10-05,4868.0,0.0,25.565701999999998
2004-10-06,4876.0,0.0,25.989027
2004-10-07,4886.0,0.4939,25.849370999999998
2004-10-08,4902.0,0.0,25.958486999999998
2004-10-09,4913.0,-0.2023,25.958486999999998
2004-10-10,4919.0,0.3818,25.958486999999998
2004-10-11,4922.0,0.128,25.927927
